,영상 제목,링크,분류,text,likes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,어쨌건 축산산업 경제 와 엮어 있는 순간 주장을 뒤받침 하는 정보가 투명 하다 라고 확신 할수가 없을것 이라 생각함 개인적으로 담배 건강에 좋다고 광고때리고 팔았는데 뭐,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,저분들 말고 모두를 봐야죠 동물 환경 이유로,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,1:24 그럼 당연하죠 ㅋㅋㅋㅋㅋㅋ인간한테 닭이 먹을거리가 아니면 뭡니까. 닭을 뭘로 대해요 대체.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,빨간 육은 표현 안 해도 되는데 극,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,육식vs채식x 일반인vs채식ㅇ,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,과일도 씨가 뜯어지고 과육이 뜯겨나가도 모르니까 괞찬은거구나 메모...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,쩝쩝 고기 맛있당,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,이것저것 적당히 먹으면 됨,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,응 난 고통스럽게 죽어간 짐승의 고기 먹고 싶어~,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,고기값 천원만 올라도 지랄할놈들이 지랄한다 ㅋㅋㅋ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,과일은 자연이 먹으라고 주는거맞지? 난오늘부터 과일만 먹는다ㅎ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,네 저는 고기 먹으러 가보겠습니다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,아 ㅋㅋ 인간이 영장류에서 털을 잃어버린 이유가 오래달리기에서 지구력을 얻으려고 진화한건데 풀뜯으려고 오래달리기할까?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,고기사진 나오니까 고기마렵다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,동물들 생명은 뒤지게 챙기면서 자기 부모님 골땡기는 소리는 안듣는 킹-식,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,난 그냥 육식주의자,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,고통을 안느끼면 된다는건 뭔 개소리냐. 그럼 뇌사한 동물은 죽여도 되는거냐,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,고기를 먹든 풀떼기를 먹든 신경꺼 내가 먹겠다는데. 뭘먹든 남을 욕하거나 강요할 이유가 전혀없다,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,고기엔 단백질이 있어서 몸에 좋답니다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,인간은 잡식동물~ 고기 먹는건 너무나도 자연스러운거~ 욕먹을 이유 1도 없징 오히려 채소만 먹으면 몸이 망가지는게 트루,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,마장동  외국인 오고 문화인가 차 문화 있고 개 농장 있는데,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,우리를 채식동물로 만드는 것입니까? 채식동물에게 말함,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,진짜 채식주의자 앞에서 치킨 뜯고싶다.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,펙트는 채식으로 모두가 바꾼다 하여도 그 수요를 감당 하기 위한 식물 재배를 위해 필요한 퇴비는 축산업이 또 필요하다는거.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,인간은 고기를 먹으며 살아왔고.?!,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,아니 둘 다 잘만 먹고있는데 왜 굳이 고기다 채소다 이런걸로 싸우지?ㅋㅋㅋㅋㅋㅋ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,이제 그런 시대아니잖아요 바보,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,비건 여자 둘 존나 무식한거 티난다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,답은 나왔네 과일만쳐먹어ㅋ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,그럼 마취제 넣고  죽여도 되는 논리인가,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,곡식도 불쌍하다 생각했는데 먹지 말카 샹각도 환경 안 좋으면 자기한테 핵 가는듸ㅣ 지엠오 문제 어떻게,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,채식측 주장은 전형적인 피터싱어의 동물해방에서 나왔네 ㅋㅋㅋㅋ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,고기를 안먹을수록 좋다뇨 ㅋㅋ 유사 과학도 그런 유사 과학이 ㅋㅋㅋ 사람은 잡식하라고 만들어놨는데,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,가축분뇨는 환경을 해치고 니들 똥은 괜찮냐?,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,"근데 발암물질이라고 하는데
이유식도 기저귀도 발암물질 개많음",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,걍 둘다 쳐먹어,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,고기 먹기 + 잡식 vs 고기뺀 잡식 신체 실험 함 가자 백만뷰 각 이다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,한쪽은 영양학이나 축산학에 지식이 있고 한쪽은 머리에 쳐든게 없으니까 토론자체가 성립이 안되네요,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,인간을 없애는,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,풀때기가 좋아서 그양범법행위가했다 이걸로밖에안들린다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,인간은 잡식임,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,식물을 키우는 과정도 얼마나 많은 곤충이 죽고 그러는데,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,결론:골고루 먹자,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,채식 주의자에 반박 와 야채 죽이네 인성,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,동물이 불쌍하고자시고 다 떠나서 상식적으로 건강을 위한 밥상은 채식이 바람직하다고 봄. 근데 맛있는 고기 끊는게 어렵다는게 함정..ㅎㅏ..,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,1:28 그럼 동물이랑 결혼해 차별하지마 ㅋ 3:38 아니 안락사 싫다메 4:25 과거? 언제과거? 우리의 전통음식 김치에도 젓갈들가고 더 예전에는 생식도 하고 뭔 말이야 이게,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,인간 잡식동물인데 왜 육식동물 초식동물이될려고 하는거지 이해안감 쓸대없는논쟁 살기위해서는 고기든 풀이든 먹는건데,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,언제부터 고통을 느끼냐 안느끼냐로 동식물을 구분하고있냐 ㅋㅋㅋㅋㅋㅋㅋㅋ 비건언냐들 논리라면 우리와는 다른 고통 감지 체계를 가진 외계인이 와서 우리를 움직이는 식물로보고 먹으면 어쩔거냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,"아니 왜들 이렇게 격하게 싸워요;;; 그냥 각자 자유롭게 식이(?)선택하고 존중하면 될거 같은데,,,, 채식(주의)든 육식이든",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,마장동 극단 익는 마을,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,진짜 이혜수 씨는 여기나와서 채식주의자들 망신시키누~~,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,동물성 단백질을 섭취하지 않으면 우찌될지 궁금하면 비건으로 살아보셈,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,어떤분 댓글이 너무 웃겨서 써봅니다 이건걍 종교인vs과학자인데?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,같이싸먹자,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,이 토론은 모두다 누워서 하늘에 침을 벳어보시면 답이 나올듯합니다 각자 먹고싶은거 먹고삽시다,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,육식이든 채식이든 남한테 피해는주지말아야함 ... 축산개선은 필요함 ...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,아 그럼 식물은 잎사귀가 짓이겨지고 뜯겨 나가고 뭉개져도 비명을 못지르고 우리가 모르니까 괞찬은거네,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,아 그럼 식물은 잎사귀가 짓이겨지고 뜯겨 나가고 뭉개져도 비명을 못지르고 우리가 모르니까 괞찬은거네,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,걍 자기 먹고싶은데로 먹자,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,걍 상추에다가 고기쌈싸먹어,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,적어도 피에 소비하는 거보단 양심적이지 않을까 내 돈에,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,먹을꺼면 복지 이베리코 먹고싶다면,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,힘들지 않고 이겨내고 잠깐 기분 안 좋은 거 챙겨먹지 못 해 그렇지,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,3:25. 안 아파하니까 먹어도 된다? 이 무슨 뭐 같은 소릴 사람소리처럼 지껄이네,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,"https://youtu.be/z0O_VYcsIk8
난 이런거 볼때마다 이 동영상이 참 많이 퍼졌으면 좋겠어.",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,돌빡들이 신념을 가지네 ㅋ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,팩트 : 육식주의 vs 채식주의가 아니라 잡식 vs 채식 이다. 채식은 온건히 채식만하지만 일반적으로 육식이라함은 육식만 먹는것이 아니다.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,채식이든 육식이든 강요하는건 아닌것같은데요,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,영양학교수도 아니고 축산학과 교수가?...,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,아이러니하네 동물 복지 하고서 먹다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,닥치고  생선은 포기못해,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,모든지 적당히 먹자! 채식하면서 탄수화물 과다 섭취 하면 건강 위험이 오고 가공고기도 매일 먹지말고 좋은 고기를 가끔먹자... 좋은 지방은 견과류와 생선으로 채울수 있음...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,식물 비료가 다 분뇨인데.. 분뇨가 없이는 식물이 자랄 수 없어요,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,진작에 바꾸지 망한 정부,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,이혜수씨가 고통을 느끼는 존재냐 아니냐를 얘기했는데 그럼 고통없이 안락사시켜서 육식을 하는 행위는 찬성이겠네요?,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,그냥 니들이좀 먹지마 ㅋㅋㅋㅋㅋㅋㅋ 나는 치킨이나먹어야겟다 냠냠 ㅎ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,채식이랑 육식이랑 잘싸운다 결론은 먹고 살자고 하는짓이면서 탁상공론해봐야 득있나?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,채소를 같이 먹으니 나은거지 채소 먹으면서 육식 육만 먹어야 하겠네 감정있는데 내 몸 먹는다 생각해봐,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,ㄹㅇ 저런새끼들 마장동에선 찍소리 못함. 왜냐고? 진짜 칼맞거든ㅋㅋ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,살기 편한 세상 수렵 안 해도 사는데 굳이 블루베리  같은 과일 먹어도 채소 안 먹어도 과일 먹잖아요,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,사람은  잡식동물이니  골고루 먹어야  건강하고  호랑이는  퍙생 고기만 먹어야 건강하고  소는 풀만  먹어야 건강한데   사람이  한가지만  먹으면 건강할수 없는거죠,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,뒤져있는동물 100%뒤진동물 1도 살아있지않은동물은 먹어도된다 하지만 조금이라도 살아있다면 그것은 먹으면 안되는것이다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,세종대왕 존나 싫어하겠네 매 삼시세끼마다 고기먹었으니까,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,편식은 혼자 알아서 하는 거다.자신의 취향을 남한테 강요하는 거야 말로 교양없고 무식한 짓 거리다.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,비건은 상추처럼 다리 따고 소금에 절인다음에 양념묻혀서 뜨거운 밥위에 올려져야지,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,개인의선택이지. 왜강요해ㅡ 채식선택하는사람은 채식먹음되고 육식좋아하면 육식먹음되지 그것가지고싸우냐ㅋㅋㅋ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,그러면 고통 을마비시키고 죽이면 ㄱㅊ은거네 ㅋㅋㅋㅋ 채식논리대로면,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,비건들은 깨어있는척하는거 보면 진짜 역겨움 ㅋㅋㅋ,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,저 너티즈 맴버는 고기 잘먹고 축산 잘 하는 사람한테 활동금지 먹이고 구조타령하네ㅋㅋ진짜 역하네요,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,0:19 성경 즉 우리몸을 설계한분에 말을 인용하자면 붉은피가 우리몸에 안좋으니 먹지말라고합니다 그점에서 식물과 동물은 다르죠,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,ㅋㅋㅋㅋㅋ식물은 살아있지만 고통을 못느끼기에 먹어도 된다 이카고있네 ㅋㅋㅋㅋㅋㅋㅋ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,고지혈증 당뇨 고혈압 환자들이 뭘먹어야 개선될까요? 고기? 고단백 고지방? ㅋㅋㅋ 웃고갑니다,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,고통의 크기를 봐야한다는데.. 그럼 한마디로 생명의 크기를 본다는 소리아님? 고통을 못느끼는 생명이네? 아몰랑 풀만 먹을래 ㅋㅋ루삥뽕,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,난 문제과 어쩌고 건강이어쩌고 비용이 어쩌고 고기가 그냥 먹고싶다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,그냥 본인이 먹고 싶은거 드시고 사세요 그리고 서로 먹는거에 대해 욕하지 마세요 정말 무식한 짓이고 몰상식한 짓입니다 채식주의자한테 색안경 끼지 안으셔도 되고요 고기 먹는 사람한테 어떻게 그런걸 먹냐고도 하지 않으시면 됩니다,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,채식활동팀과 축산으로 장사하는 분들은 왜 넣은 건지 모르겠다.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,식물도 생명인고 고통도 느낄텐데 눈에 고통이 안보인다고 그러면 안되제,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,옥수수 사료를 먹이고 지방간이 생기는게 고통 배설물은 정화를 할수 있게 나라에서 해줘야지 땅과 강이 오염되고 우리가 먹는 채소로 다시 돌아온다 우리땅 셀레늄 경고를 받고 있다,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,과거식단 전통식단이 뭔데 ㅋㅋㅋㅋㅋㅋㅋ 무슨 그게 채식이야 헛소리하고 있어 의사나 된다는 놈이,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,"인간이 벌레도 아니고 어떻게 풀떼기만 먹고 사냐. 곡식도 먹고, 과일도 먹고, 고기도 먹고 먹을 수 있는건 다 골고루 먹어야 건강하게 살지.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,육식논쟁 (feat. 채식주의) ,https://youtu.be/qH2aJ96_Px4,이슈,"축산학 영양학 의학 다 필요없다. 인류는 잡식으로 진화되었다. 수십만년을 그렇게 살아왔던 동물이었는데, 갑자기 채소만 먹어라? 자연에서 잡식동물이 채식을 강제당하는 경우는 환경의 제약이나 능력부족으로 고기를 구하지 못하는 경우다.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
